country,article_name,revision_id,article_quality,population (millions)
zambia,Gladys Lundwe,757566606,Stub,17.7
zambia,Mwamba Luchembe,764848643,Stub,17.7
zambia,Thandiwe Banda,768166426,Start,17.7
zambia,Sylvester Chisembele,776082926,C,17.7
zambia,Victoria Kalima,776530837,Start,17.7
zambia,Margaret Mwanakatwe,779747587,Start,17.7
zambia,Nkandu Luo,779747961,Start,17.7
zambia,Susan Nakazwe,779748181,Start,17.7
zambia,Catherine Namugala,779748285,Start,17.7
zambia,Edith Nawakwi,779748522,Start,17.7
zambia,Joyce Nonde-Simukoko,779748628,Start,17.7
zambia,Gladys Nyirongo,779748837,C,17.7
zambia,Vera Tembo,779748931,C,17.7
zambia,Ompie Nkumbula-Lieventhal,790011468,Stub,17.7
zambia,Besnat Jere,791225634,Stub,17.7
zambia,Esther Lungu,792296625,C,17.7
zambia,Inonge Wina,794006130,Start,17.7
zambia,Maureen Mwanawasa,795820299,Start,17.7
zambia,First Lady of Zambia,796467991,Start,17.7
zambia,Jean Kapata,797469872,Start,17.7
zambia,Peter Sinkamba,799512628,Start,17.7
zambia,Gwendoline Konie,803304465,Start,17.7
zambia,Kenneth Kaunda,805875783,C,17.7
zambia,Inonge Mbikusita-Lewanika,805993958,Start,17.7
zambia,Yobert K. Shamapande,806345311,C,17.7
chad,Bir I of Kanem,355319463,Stub,15.4
chad,Abdullah II of Kanem,498683267,Stub,15.4
chad,Salmama II of Kanem,565745353,Stub,15.4
chad,Kuri I of Kanem,565745365,Stub,15.4
chad,Mohammed I of Kanem,565745375,Stub,15.4
chad,Kuri II of Kanem,669719757,Stub,15.4
chad,Bir II of Kanem,670893206,Stub,15.4
chad,Mahamat Hissene,693055898,Stub,15.4
chad,Othman I,705432607,Stub,15.4
chad,Alphonse Kotiga,707593108,Stub,15.4
chad,Oueddei Kichidemi,708346649,Start,15.4
chad,Dunama I,710675092,Stub,15.4
chad,Ahmad (Kanem-Bornu king),711388267,Stub,15.4
chad,Djibrine Kerallah,712971263,Stub,15.4
chad,Maurice Ngangtar,712971315,Stub,15.4
chad,Idriss Miskine,712971738,Stub,15.4
chad,Laoukein Kourayo Médard,716886170,Stub,15.4
chad,Nadji Madou,716886788,Stub,15.4
chad,Noël Milarew Odingar,716891799,Start,15.4
chad,Yaya Dillo Djérou,717733209,Stub,15.4
chad,Acheikh Ibn-Oumar,719821590,Start,15.4
chad,Quatre Sou Quatre,720066754,Stub,15.4
chad,Ali Gazi,722563340,Stub,15.4
chad,Mahamat Djarma Khatir,725132042,Stub,15.4
chad,Dunama IX Lefiami,731749611,Stub,15.4
chad,Dawud of Kanem,736550266,Stub,15.4
chad,Ahmed Koulamallah,738855197,Start,15.4
chad,Abbo Nassour,741369486,B,15.4
chad,Abdel Kader Baba-Laddé,742213176,Stub,15.4
chad,Hummay,747271475,Stub,15.4
chad,Ngarlejy Yorongar,751304544,C,15.4
chad,Saleh Kezabo,751380073,Stub,15.4
chad,Bourkou Louise Kabo,757072468,Start,15.4
chad,Brahim Koulamallah,757802238,Stub,15.4
chad,Saadie Goukouni Weddeye,757842614,Start,15.4
chad,Mahamoud Adam Béchir,762579466,Start,15.4
chad,Kalthouma Nguembang,762816132,Stub,15.4
chad,Djidingar Dono Ngardoum,764133533,Stub,15.4
chad,Template:ChadPMs,768123377,Stub,15.4
chad,Template:ChadPres,770535091,Stub,15.4
chad,Youssouf Saleh Abbas,771052289,B,15.4
chad,Koibla Djimasta,774223245,Start,15.4
chad,Nassour Guelendouksia Ouaido,774223248,C,15.4
chad,Joseph Brahim Seid,777478442,Stub,15.4
chad,Joseph Yodoyman,777550078,Start,15.4
chad,Antoine Bangui,782638002,Start,15.4
chad,Ibrahim IV of Bornu,785614014,Stub,15.4
chad,Hadjé Halimé,786449636,C,15.4
chad,Youssouf Togoïmi,787390241,Start,15.4
chad,Adoum Younousmi,787719236,Start,15.4
chad,François Tombalbaye,787738541,C,15.4
chad,Ahmat Hassaballah Soubiane,787910771,Stub,15.4
chad,Ahmad Allam-Mi,787921293,Start,15.4
chad,Laotegguelnodji Koumtog,788009613,Stub,15.4
chad,Mahamat Ali Adoum,788014671,Start,15.4
chad,Mahamat Saleh Annadif,788658822,C,15.4
chad,Mohamed Bechir-Sow,788827248,Stub,15.4
chad,Gontchomé Sahoulba,788828388,Start,15.4
chad,Gabriel Lisette,788828519,Start,15.4
chad,Ali II of Bornu,788999424,Stub,15.4
chad,Arabi El Goni,789126126,Stub,15.4
chad,Dunama Dabbalemi,789935196,Start,15.4
chad,Idris Alooma,792734868,Start,15.4
chad,Mahamat Nouri,792954115,FA,15.4
chad,Idriss Ndele Moussa,796654025,Stub,15.4
chad,Mbaydoum Simeon,796690873,Stub,15.4
chad,Ngarindo Milengar,796700718,Stub,15.4
chad,List of Prime Ministers of Chad,797747674,Start,15.4
chad,Idriss Déby,798286150,C,15.4
chad,Saleh Kebzabo,798626040,C,15.4
chad,Moussa Faki,799043301,C,15.4
chad,Template:Chad-politician-stub,799373925,Stub,15.4
chad,Kalzeubet Pahimi Deubet,799413193,Start,15.4
chad,Haroun Kabadi,799447895,Start,15.4
chad,Nagoum Yamassoum,799447995,Start,15.4
chad,Outel Bono,799448338,Start,15.4
chad,Ahmat Acyl,799902492,C,15.4
chad,Djimrangar Dadnadji,800133552,Start,15.4
chad,Delwa Kassiré Koumakoye,801029539,C,15.4
chad,Fidèle Moungar,801192255,C,15.4
chad,Jean Alingué Bawoyeu,801192303,B,15.4
chad,Emmanuel Nadingar,801573576,C,15.4
chad,Roger Djikisna,801583221,Stub,15.4
chad,Firmin Djidingar,801583260,Stub,15.4
chad,Idris I of Kanem,802874918,Stub,15.4
chad,Vice President of Chad,803166509,Stub,15.4
chad,Hissène Habré,803166806,GA,15.4
chad,Negue Djogo,803166989,Start,15.4
chad,Wadel Abdelkader Kamougué,803167152,C,15.4
chad,Félix Malloum,803167336,Start,15.4
chad,Lol Mahamat Choua,803167424,C,15.4
chad,Goukouni Oueddei,803167990,C,15.4
chad,Albert Pahimi Padacké,803433107,C,15.4
chad,List of heads of state of Chad,803812011,Start,15.4
chad,Elise Loum,804773540,Start,15.4
chad,Agnes Allafi,805493169,Start,15.4
chad,Christine Georges Diguibaye,806337653,Stub,15.4
chad,Pascal Yoadimnadji,806508985,Start,15.4
chad,Aissa Koli,806616268,Start,15.4
chad,Omar I of Kanem,807425129,Start,15.4
zimbabwe,Template:Zimbabwe-politician-stub,391862046,Stub,14
zimbabwe,Template:Zimbabwe-mayor-stub,444767985,Stub,14
zimbabwe,Jabulani Dube,645408814,Stub,14
zimbabwe,Fletcher Dulini,669981316,Stub,14
zimbabwe,Leopold Takawira,710060929,Start,14
zimbabwe,Tinos Rusere,710524880,Start,14
zimbabwe,Gift Tandare,710615823,Stub,14
zimbabwe,Engelbert Rugeje,711448400,Start,14
zimbabwe,Max Mnkandla,711509855,Stub,14
zimbabwe,Lovemore Matombo,711958194,Stub,14
zimbabwe,Alfred Nikita Mangena,712004487,Stub,14
zimbabwe,Simbi Mubako,713121927,Stub,14
zimbabwe,Nicholas Kiti kiti,713308132,Stub,14
zimbabwe,Aleck Gumbo,713580662,Stub,14
zimbabwe,Jabulani Sibanda,713618917,Start,14
zimbabwe,Cain Mathema,713726531,Stub,14
zimbabwe,Patrick Kombayi,713740128,Stub,14
zimbabwe,Langton Towungana,713899377,Stub,14
zimbabwe,Eric Matinenga,714455111,Stub,14
zimbabwe,Emmanuel Chiroto,714535045,Stub,14
zimbabwe,Muchadeyi Masunda,714706533,C,14
zimbabwe,David Butau,714967769,Stub,14
zimbabwe,Thompson Samkange,715131189,Stub,14
zimbabwe,Nomalanga Khumalo,715183334,Stub,14
zimbabwe,Henry Dzinotyiweyi,715867004,Stub,14
zimbabwe,Edward Raradza,716017725,Stub,14
zimbabwe,Rekayi Tangwena,716669163,Stub,14
zimbabwe,Sibonile Nyamudeza,717380254,Stub,14
zimbabwe,Misheck Kagurabadza,720008799,Stub,14
zimbabwe,Morgan Femai,721674926,Stub,14
zimbabwe,Bybit Lydia Tsomondo,723082034,Stub,14
zimbabwe,Kisinoti Mukwazhe,723353282,Stub,14
zimbabwe,David Karimanzira,725242133,Stub,14
zimbabwe,Sobusa Gula-Ndebele,726651867,Stub,14
zimbabwe,Sylvester Nguni,726686195,Stub,14
zimbabwe,Thamsanqa Mahlangu,726687480,Stub,14
zimbabwe,Tichaona Mudzingwa,726687648,Stub,14
zimbabwe,Murisi Zwizwai,726687669,Stub,14
zimbabwe,Samuel Undenge,726688144,Stub,14
zimbabwe,Reuben Marumahoko,726688205,Stub,14
zimbabwe,Simon Khaya-Moyo,730764918,Stub,14
zimbabwe,"List of candidates in the Zimbabwean parliamentary election, 2013",735498335,B,14
zimbabwe,Jevan Maseko,736911246,Stub,14
zimbabwe,Munacho Mutezo,738729779,Stub,14
zimbabwe,Sesel Zvidzai,738810400,Stub,14
zimbabwe,Samuel Sipepa Nkomo,738992625,Stub,14
zimbabwe,Faber Chidarikire,738992871,Start,14
zimbabwe,Willard Chiwewe,738992910,Stub,14
zimbabwe,Martin Dinha,738992918,Stub,14
zimbabwe,Herbert Ushewokunze,739137894,Stub,14
zimbabwe,Nyasha Chikwinya,742899761,Start,14
zimbabwe,Naomi Nhiwatiwa,743971092,Start,14
zimbabwe,Bright Matonga,744753863,Stub,14
zimbabwe,Thokozani Khuphe,747274193,Start,14
zimbabwe,Border Gezi,748061603,Start,14
zimbabwe,Rugare Gumbo,749496266,Start,14
zimbabwe,George Nyandoro,750224976,Start,14
zimbabwe,Paul Chimedza,750428952,Stub,14
zimbabwe,Gorden Moyo,750974704,Stub,14
zimbabwe,Daniel Shumba,753294248,Start,14
zimbabwe,Douglas Mombeshora,755110125,Stub,14
zimbabwe,Munyaradzi Gwisai,755337199,Start,14
zimbabwe,Olivia Muchena,757616307,Start,14
zimbabwe,Paurine Mpariwa,757616437,Stub,14
zimbabwe,Sithembiso Nyoni,757617613,Stub,14
zimbabwe,Earnest Mudzengi,757796569,Stub,14
zimbabwe,Gift Banda,758442662,Stub,14
zimbabwe,Wilson Kumbula,759330558,Stub,14
zimbabwe,Paurina Mpariwa,760532029,Stub,14
zimbabwe,Flora Buka,762630896,Stub,14
zimbabwe,Elliot Manyika,763330074,Start,14
zimbabwe,Diana Mitchell,764299725,Start,14
zimbabwe,Maurice Nyagumbo,764826793,Start,14
zimbabwe,Josiah Zion Gumede,765095810,Start,14
zimbabwe,Edson Zvobgo,767922311,Start,14
zimbabwe,Felix Magalela Mafa Sibanda,769519957,C,14
zimbabwe,Tracy Mutinhiri,769876632,Stub,14
zimbabwe,Kayisa Ndiweni,771958995,Stub,14
zimbabwe,Enoch Dumbutshena,774026217,Stub,14
zimbabwe,Hubert Nyanhongo,774061307,Stub,14
zimbabwe,James Chikerema,775935799,C,14
zimbabwe,Victoria Chitepo,776389556,Start,14
zimbabwe,Joel Gabuza,776840034,Stub,14
zimbabwe,Trudy Stevenson,776943338,Start,14
zimbabwe,Joram Gumbo,777424335,Stub,14
zimbabwe,Joseph Chinotimba,777482252,C,14
zimbabwe,Nkululeko Sibanda,777623864,Start,14
zimbabwe,Janet Banana,777849777,Stub,14
zimbabwe,Lazarus Dokora,780062778,Stub,14
zimbabwe,Lutho Tapela,782607746,Stub,14
zimbabwe,Moven Mahachi,783298283,Stub,14
zimbabwe,Margaret Dongo,783419906,Start,14
zimbabwe,Sekai Holland,783637102,C,14
zimbabwe,George Chiweshe,783919896,Start,14
zimbabwe,Josiah Mushore Chinamano,784396785,Stub,14
zimbabwe,Michael Bimha,784668448,Stub,14
zimbabwe,Josiah Tongogara,786913202,C,14
zimbabwe,Naison Ndlovu,787854175,Stub,14
zimbabwe,Enos Mdlongwa,787854640,Stub,14
zimbabwe,Lindiwe Majele Sibanda,788247480,Start,14
zimbabwe,Ndabaningi Sithole,788291899,C,14
zimbabwe,Ambrose Mutinhiri,788777043,Stub,14
zimbabwe,Judith Todd,788792548,Start,14
zimbabwe,Andrew Langa,789094827,Stub,14
zimbabwe,Christopher Kuruneri,789427326,Start,14
zimbabwe,Priscilla Misihairabwi-Mushonga,789545114,Stub,14
zimbabwe,Swithun Mombeshora,789545179,Stub,14
zimbabwe,Oppah Muchinguri,789545185,Stub,14
zimbabwe,Samuel Mumbengegwi,789545206,Start,14
zimbabwe,Chris Mushohwe,789545212,Stub,14
zimbabwe,Giles Mutsekwa,789545214,Start,14
zimbabwe,Francis Nhema,789545220,Stub,14
zimbabwe,Mike Nyambuya,789545233,Stub,14
zimbabwe,Solomon Mujuru,789898624,C,14
zimbabwe,Ronald Penza,789948565,Stub,14
zimbabwe,Joseph Made,789965571,Start,14
zimbabwe,Evelyn Masaiti,790034879,Stub,14
zimbabwe,Jessie Majome,790035057,Start,14
zimbabwe,Theresa Makoni,790423262,Stub,14
zimbabwe,List of Presidents of the Senate of Zimbabwe,791068367,Stub,14
zimbabwe,Blessing Chebundo,791690130,Start,14
zimbabwe,George Charamba,793738070,Start,14
zimbabwe,Chenhanho Chimutengwende,793820850,Stub,14
zimbabwe,Simon Muzenda,794934380,Start,14
zimbabwe,Witness Mangwende,794934451,Stub,14
zimbabwe,Nathan Shamuyarira,794934469,C,14
zimbabwe,Joseph Makamba Busha,795007156,Start,14
zimbabwe,Walter Chidakwa,795247525,Stub,14
zimbabwe,Maxwell Zeb Shumba,795637625,Start,14
zimbabwe,Henry Madzorera,795846349,Stub,14
zimbabwe,First Lady of Zimbabwe,796477244,Stub,14
zimbabwe,Charles Shanyurai Majange,796608492,Stub,14
zimbabwe,Elleck Mashingaidze,796726442,Stub,14
zimbabwe,Phillip Chiyangwa,797170378,Start,14
zimbabwe,Chenjerai Hunzvi,797225827,C,14
zimbabwe,Edward Chindori-Chininga,797414978,Start,14
zimbabwe,Arthur Mutambara,797932659,C,14
zimbabwe,Edgar Tekere,798106157,C,14
zimbabwe,Psychology Maziwisa,798140615,C,14
zimbabwe,Isaac Matongo,798248963,Stub,14
zimbabwe,Julia Tukai Zvobgo,798468363,Start,14
zimbabwe,Jameson Timba,799326094,Stub,14
zimbabwe,Ben Ncube,799405378,Stub,14
zimbabwe,Obedingwa Mguni,799406056,Stub,14
zimbabwe,Denis Norman,799605293,Start,14
zimbabwe,Japhet Ndabeni Ncube,800407734,Stub,14
zimbabwe,Nicholas Mabodoko,800407872,Stub,14
zimbabwe,Fay Chung,800705666,B,14
zimbabwe,Alfred Makwarimba,801370822,Stub,14
zimbabwe,Elphas Mukonoweshuro,801488585,Stub,14
zimbabwe,Elton Mangoma,801497420,Start,14
zimbabwe,Edna Madzongwe,802259324,Start,14
zimbabwe,Fidelis Mhashu,803084855,Stub,14
zimbabwe,Promise Mkwananzi,803579259,Start,14
zimbabwe,Saviour Kasukuwere,804677245,Start,14
zimbabwe,Walter Mzembi,804678140,Stub,14
zimbabwe,Kembo Mohadi,804811059,Start,14
zimbabwe,Learnmore Jongwe,804844902,Start,14
zimbabwe,Lovemore Madhuku,804895632,C,14
zimbabwe,List of Finance Ministers of Zimbabwe,804914333,Stub,14
zimbabwe,Joice Mujuru,805993308,C,14
zimbabwe,Ignatious Chombo,806656210,Start,14
zimbabwe,Robert Mugabe,806814411,FA,14
zimbabwe,Tichafa Samuel Parirenyatwa,807159774,C,14
zimbabwe,Guy Georgias,807196681,C,14
zimbabwe,Grace Mugabe,807337237,GA,14
zimbabwe,Guy Clutton-Brock,807442408,Start,14
uganda,Template:Uganda-politician-stub,391862070,Stub,44.1
uganda,Template:Uganda-mayor-stub,444767727,Stub,44.1
uganda,Yosia Nadiope of Busoga,655390291,Stub,44.1
uganda,Patrick Mutono,684295893,Stub,44.1
uganda,Stanislaus Okurut,689614169,Stub,44.1
uganda,Charles Oboth Ofumbi,693292931,Start,44.1
uganda,Pumla Kisosonkole,693388584,Start,44.1
uganda,Francis K. Butagira,707473503,Start,44.1
uganda,Otema Allimadi,708054598,Stub,44.1
uganda,Omwony Ojwok,713020154,Stub,44.1
uganda,Jachan Mandir Omach,715433158,Stub,44.1
uganda,Onegi Obel,717146307,Start,44.1
uganda,Saleh Kamba,720059752,Stub,44.1
uganda,John Kabaireho,723957779,Stub,44.1
uganda,Tete Chelangat,724554948,Stub,44.1
uganda,Sarah Kanyike,725742962,Start,44.1
uganda,Gagawala Wambuzi,726767754,Stub,44.1
uganda,Julius Wandera Maganda,726918511,Stub,44.1
uganda,Haruna Kasolo Kyeyune,726919678,Stub,44.1
uganda,Yabezi Kiiza,736273855,Stub,44.1
uganda,Semei Kakungulu,737799048,C,44.1
uganda,Abu Mayanja,746946728,C,44.1
uganda,Daniel Kidega,753278613,Start,44.1
uganda,Eng Abner Nangwale,756457100,Stub,44.1
uganda,Yowabu Magada Kawaluuko,757388522,Start,44.1
uganda,Grace Kwiyucwiny,757563021,Start,44.1
uganda,Mary Goretti Kitutu,757615490,Start,44.1
uganda,Rukiya Chekamondo,757616921,Start,44.1
uganda,Sezi Mbaguta,757617202,Start,44.1
uganda,Frederick Ngobi Gume,758395750,Stub,44.1
uganda,Rosemary Seninde,758567928,Start,44.1
uganda,Gerald Ssendaula,759366517,C,44.1
uganda,Juma Oris,759378614,Stub,44.1
uganda,Godfrey Kiwanda,759877869,Stub,44.1
uganda,Geoffrey Onegi Obel,760056661,Start,44.1
uganda,Tom Butime,760181848,Start,44.1
uganda,Dennis Galabuzi Ssozi,760184747,Start,44.1
uganda,Ken Lukyamuzi,763247419,Stub,44.1
uganda,Victoria Sekitoleko,766481345,C,44.1
uganda,Emmanuel Otala,766665157,Start,44.1
uganda,Kabakumba Masiko,770316807,C,44.1
uganda,Innocent Oula,771724283,Start,44.1
uganda,Isaac Mulindwa,773245217,Start,44.1
uganda,Hope Mwesigye,773870932,Start,44.1
uganda,Katikkiro of Buganda,774683767,Stub,44.1
uganda,Daudi Cwa II of Buganda,774683907,Start,44.1
uganda,Ssuuna II of Buganda,774684052,Start,44.1
uganda,Kamaanya of Buganda,774684080,Start,44.1
uganda,Semakookiro of Buganda,774684109,Start,44.1
uganda,Jjunju of Buganda,774684124,Start,44.1
uganda,Kato Kintu,774684195,Stub,44.1
uganda,Chwa I of Buganda,774684228,Start,44.1
uganda,Kyabaggu of Buganda,774830237,Start,44.1
uganda,Kiweewa of Buganda,774831268,Start,44.1
uganda,Ismael Orot,775522497,Stub,44.1
uganda,James Obita,775995921,Stub,44.1
uganda,Janat Mukwaya,776107670,Start,44.1
uganda,Besueri Kiwanuka Lusse Mulondo,776344991,Start,44.1
uganda,Jeremiah Twa-Twa,776491782,Start,44.1
uganda,Joyce Kakuramatsi Kikafunda,777643576,Stub,44.1
uganda,Kania Obiga,778265355,Stub,44.1
uganda,Apollo Kironde,778598971,Stub,44.1
uganda,Kibirige Mayanja,778840186,Start,44.1
uganda,Kintu Musoke,779007768,Start,44.1
uganda,Jessica Alupo,779397351,Start,44.1
uganda,Rebecca Amuge Otengo,779397437,Start,44.1
uganda,Syda Bbumba,779397532,Start,44.1
uganda,Alintuma Nsambu,781605803,Stub,44.1
uganda,Esther Mbulakubuza Mbayo,781789704,Start,44.1
uganda,Abdul Nadduli,782460126,Stub,44.1
uganda,Moses Kizige,782979760,Start,44.1
uganda,Maria Kiwanuka,783449036,Start,44.1
uganda,Elijah Mushemeza,784734768,Start,44.1
uganda,Michael Lulume Bayigga,784768216,Start,44.1
uganda,Deo Rwabiita,785038536,Stub,44.1
uganda,Daudi Ochieng,785108122,Stub,44.1
uganda,Joy Kabatsi,785339072,Start,44.1
uganda,Joshua Wanume Kibedi,785862055,C,44.1
uganda,Kizza Besigye,786081128,C,44.1
uganda,Apolo Kagwa,786226893,C,44.1
uganda,Michael Kawalya Kagwa,787306486,Stub,44.1
uganda,Abed Bwanika,787410566,Start,44.1
uganda,Aggrey Awori,787858057,C,44.1
uganda,Aggrey Bagiire,787858062,Stub,44.1
uganda,Agnes Akiror,787870163,Start,44.1
uganda,Namirembe Bitamazire,788019797,Start,44.1
uganda,Amon Bazira,788899061,Stub,44.1
uganda,Christopher Iga,788972378,Stub,44.1
uganda,Nasser Sebaggala,788972461,Start,44.1
uganda,Erias Lukwago,788972566,Start,44.1
uganda,Template:KampalaMayors,788972642,Stub,44.1
uganda,Beatrice Wabudeya,789747515,Start,44.1
uganda,Jane Aceng,789747629,C,44.1
uganda,Ruth Achieng,789747664,Stub,44.1
uganda,Justine Ayebazibwe,789748037,Stub,44.1
uganda,Jessica Eriyo,789748269,Start,44.1
uganda,Mary Karooro Okurut,789748670,Start,44.1
uganda,Adrian Tibaleka,789748752,Stub,44.1
uganda,Nusura Tiperu,789748782,Start,44.1
uganda,Florence Nakiwala Kiyingi,789748978,Start,44.1
uganda,Ruth Nankabirwa,789799593,Start,44.1
uganda,Justine Lumumba Kasule,789799605,Start,44.1
uganda,Idah Nantaba,789799744,C,44.1
uganda,Harriet Ntabazi,789799847,Start,44.1
uganda,Florence Nebanda,789799901,Start,44.1
uganda,Lukia Isanga Nakadama,789799952,Start,44.1
uganda,Mariam Nalubega,789799984,Start,44.1
uganda,Jenipher Namuyangu,789800111,C,44.1
uganda,Sarah Kataike,789800331,C,44.1
uganda,Caroline Amali Okao,789800629,Start,44.1
uganda,Beatrice Rwakimari,789803765,Stub,44.1
uganda,Mariam Naigaga,790372580,C,44.1
uganda,Rose Akol,790424964,Start,44.1
uganda,Amelia Kyambadde,790428762,Start,44.1
uganda,Jehoash Mayanja Nkangi,790837175,Start,44.1
uganda,Joash Mayanja Nkangi,790993796,C,44.1
uganda,Moses Adome,791007274,Stub,44.1
uganda,Paulson Luttamaguzi,791007297,Stub,44.1
uganda,Charles Engola,793154991,Start,44.1
uganda,Cerinah Nebanda,793515881,Start,44.1
uganda,John Ssebaana Kizito,793539141,Start,44.1
uganda,Persis Namuganza,793628029,Start,44.1
uganda,Christine Amongin Aporu,794194807,Start,44.1
uganda,Christine Ondoa,794200311,Start,44.1
uganda,Concy Aciro,795100048,Start,44.1
uganda,Peace Mutuuzo,795181968,Start,44.1
uganda,Patrick Kayemba,795404749,Stub,44.1
uganda,Alengot Oromait,795458281,Start,44.1
uganda,Beti Kamya-Turwomwe,796177970,C,44.1
uganda,Abdu Katuntu,796406864,Stub,44.1
uganda,Loyce Biira Bwambale,796684047,Start,44.1
uganda,Mike Kennedy Sebalu,796694225,Stub,44.1
uganda,Miria Matembe,796695675,Start,44.1
uganda,Kalema of Buganda,796808819,Start,44.1
uganda,Maria Mutagamba,796899099,Start,44.1
uganda,Sarah Achieng Opendi,796991691,Start,44.1
uganda,Benedicto Kiwanuka,797399615,Start,44.1
uganda,Yusuf Lule,797449179,Start,44.1
uganda,Miria Obote,797874277,Stub,44.1
uganda,Grace Akello,798483499,Start,44.1
uganda,Joyce Moriku,798506935,Start,44.1
uganda,David Karubanga,799178559,Stub,44.1
uganda,Peter Takirambudde,799513148,Stub,44.1
uganda,Mustafa Adrisi,799651351,Stub,44.1
uganda,Rose Namayanja,800003733,C,44.1
uganda,Timeline of Kampala,800090136,C,44.1
uganda,Dora Byamukama,800350710,Stub,44.1
uganda,Kirya Balaki Kebba,800452152,C,44.1
uganda,Ismail Ogama,800595514,Stub,44.1
uganda,Kassiano Wadri,800595577,Stub,44.1
uganda,Abraham Waligo,800900766,Stub,44.1
uganda,Rebecca Kadaga,800965489,Start,44.1
uganda,Emma Boona,801577218,C,44.1
uganda,Augustine Nshimye,801836959,Start,44.1
uganda,Ibrahim Ssemujju Nganda,801874546,Start,44.1
uganda,Paulo Muwanga,802211455,Start,44.1
uganda,Christopher Kibanzanga,802286792,Start,44.1
uganda,Ezekiel Tenywa Wako of Busoga,802517620,Stub,44.1
uganda,Robert Kyagulanyi Ssentamu,802822017,C,44.1
uganda,Mariam Najjemba,802972400,Start,44.1
uganda,Bernadette Olowo,803360897,Stub,44.1
uganda,Monica Azuba Ntege,803417110,Start,44.1
uganda,Benna Namugwanya,804317144,Start,44.1
uganda,Dorothy Hyuha,804643751,Start,44.1
uganda,Sam Cheptoris,804781815,Start,44.1
uganda,Betty Oyella Bigombe,804829931,C,44.1
uganda,Muwenda Mutebi II of Buganda,804856220,C,44.1
uganda,Nabilah Naggayi Sempala,804883827,Start,44.1
uganda,Charles Mayiga,804903944,Start,44.1
uganda,Muteesa I of Buganda,805179937,Start,44.1
uganda,Mwanga II of Buganda,805289323,C,44.1
uganda,Idi Amin,805328243,B,44.1
uganda,Irene Muloni,805393764,Start,44.1
uganda,Gershom Sizomu,805409966,Start,44.1
uganda,Specioza Kazibwe,805435381,Start,44.1
uganda,Janet Museveni,805463795,C,44.1
uganda,Evelyn Anite,805660978,C,44.1
uganda,Betty Amongi,805668648,Start,44.1
uganda,Cecilia Ogwal,805668810,Start,44.1
uganda,Doreen Amule,805678630,Start,44.1
uganda,Muhammad Nsereko,806171535,Start,44.1
uganda,Betty Nambooze,806171836,Start,44.1
uganda,Barbara Nekesa Oundo,806276711,Start,44.1
uganda,Oliver Wonekha,806276835,Start,44.1
uganda,Margaret Zziwa,806337809,Start,44.1
uganda,Mutesa II of Buganda,806741960,C,44.1
uganda,Ignatius K. Musaazi,807146511,C,44.1
uganda,Princess Elizabeth Nantale Mulondo,807467793,Start,44.1
namibia,Template:Namibia-politician-stub,391862409,Stub,2.5
namibia,Template:Namibia-mayor-stub,444756008,Stub,2.5
namibia,Karlous Marx Shinohamba,706945392,Stub,2.5
namibia,Dawid Bezuidenhout,714705477,Stub,2.5
namibia,Gabes Shihepo,714887791,Start,2.5
namibia,Themistokles Dudu Murorua,715035025,Stub,2.5
namibia,Johannes Nakwafila,715168821,Stub,2.5
namibia,Kaire Mbuende,715193056,Stub,2.5
namibia,Jhonny Haikella Hakaye,715558961,Stub,2.5
namibia,Rihupisa Justus Kandando,715716890,Stub,2.5
namibia,Sebastian Ignatius ?Gobs,715737685,Stub,2.5
namibia,Hans Booys,716991969,Stub,2.5
namibia,Isak Katali,717212350,Stub,2.5
namibia,Paulus Kapia,717631584,Stub,2.5
namibia,Johannes Isaaks,717961259,Stub,2.5
namibia,Usko Nghaamwa,719244071,Stub,2.5
namibia,Nangolo Ithete,719408472,Stub,2.5
namibia,Solomon Witbooi,719434480,Stub,2.5
namibia,Willem Appollus,719595059,Stub,2.5
namibia,Reggie Diergaardt,719824825,Stub,2.5
namibia,Hadino Hishongwa,719949040,Stub,2.5
namibia,Erastus Tjejamba,720139575,Stub,2.5
namibia,Gottlob Mbaukua,720139591,Stub,2.5
namibia,Ambrosius Haingura,721140900,Stub,2.5
namibia,John Shaetonhodi,721902067,Stub,2.5
namibia,Theofelus Eiseb,725653685,Stub,2.5
namibia,Hilma Nicanor,725836779,Stub,2.5
namibia,Johan de Waal,726241234,Start,2.5
namibia,Leon Jooste,726241279,Stub,2.5
namibia,Eben van Zijl,726241614,Start,2.5
namibia,Kalla Gertze,726549300,Stub,2.5
namibia,Festus Ueitele,726575925,Stub,2.5
namibia,Moses Amweelo,726634885,Stub,2.5
namibia,Paul Smit,726685653,Start,2.5
namibia,Alpheus Muheua,726826653,Stub,2.5
namibia,Tjekero Tweya,732970610,Stub,2.5
namibia,Lawrence Sampofu,735098018,Stub,2.5
namibia,Marten Kapewasha,736632076,Stub,2.5
namibia,Mose Penaani Tjitendero,737894808,Stub,2.5
namibia,Clemens Kashuupulwa,739326407,Stub,2.5
namibia,Muesee Kazapua,742567576,Stub,2.5
namibia,Jan de Wet,749312888,Start,2.5
namibia,Auguste Xoagus,749384677,Stub,2.5
namibia,Arnold Tjihuiko,749557521,Stub,2.5
namibia,Hafeni Ndemula,750064392,Stub,2.5
namibia,Billy Mwaningange,750168721,Stub,2.5
namibia,Thimoteus Tjamuaha,750423258,Stub,2.5
namibia,Ignatius Shixwameni,756962215,Stub,2.5
